id,title,revenue,budget,release_date,name_crew
26564,Crumb,3174695,0,1994-09-10,Terry Zwigoff
8068,Desperado,25405445,7000000,1995-08-25,Robert Rodriguez
8512,Devil in a Blue Dress,16140822,27000000,1995-09-15,Carl Franklin
1572,Die Hard: With a Vengeance,366101666,90000000,1995-05-19,John McTiernan
13552,The Doom Generation,0,0,1995-10-27,Gregg Araki
259209,Feast of July,0,0,1995-10-12,Christopher Menaul
6520,First Knight,127600435,55000000,1995-07-07,Jerry Zucker
9073,Free Willy 2 - The Adventure Home,0,0,1995-07-19,Dwight H. Little
10428,Hackers,7563728,20000000,1995-09-14,Iain Softley
17447,Jeffrey,0,0,1995-08-18,Christopher Ashley
9886,Johnny Mnemonic,19075720,25000000,1995-05-26,Robert Longo
9482,Judge Dredd,113493481,90000000,1995-06-30,Danny Cannon
19326,Jury Duty,17014653,0,1995-04-12,John Fortenberry
9344,Kids,7412216,1500000,1995-07-28,Larry Clark
9071,Living in Oblivion,1148752,500000,1995-01-20,Tom DiCillo
8973,Lord of Illusions,0,0,1995-08-25,Clive Barker
15730,Love & Human Remains,0,0,1993-05-20,Denys Arcand
47608,Mad Love,15453274,0,1995-05-26,Antonia Bird
2293,Mallrats,2122561,6000000,1995-10-20,Kevin Smith
9070,Mighty Morphin Power Rangers: The Movie,66000000,15000000,1995-06-30,Bryan Spicer
68274,Moonlight and Valentino,0,0,1995-09-29,David Anspaugh
48787,Mute Witness,1,2,1995-09-28,Anthony Waller
34574,Nadja,0,0,1994-09-13,Michael Almereyda
1642,The Net,110627965,22000000,1995-07-28,Irwin Winkler
11472,Nine Months,69660733,0,1995-07-12,Chris Columbus
36196,Party Girl,472370,150000,1995-06-09,Daisy von Scherler Mayer
11980,The Prophecy,16,8,1995-09-01,Gregory Widen
58372,Reckless,0,0,1995-11-17,Norman René
32646,Safe,0,0,1995-06-23,Todd Haynes
10533,The Scarlet Letter,10382407,50000000,1995-10-13,Roland Joffé
10802,Showgirls,20350754,45000000,1995-09-22,Paul Verhoeven
10149,Smoke,8349430,7000000,1995-06-09,Wayne Wang
10149,Smoke,8349430,7000000,1995-06-09,Paul Auster
18402,Something to Talk About,50892160,0,1995-08-04,Lasse Hallström
9348,Species,113374103,35000000,1995-07-07,Roger Donaldson
139408,The Stars Fell on Henrietta,0,0,1995-09-15,James Keach
281,Strange Days,7959291,42000000,1995-10-13,Kathryn Bigelow
5967,The Umbrellas of Cherbourg,0,0,1964-02-19,Jacques Demy
79593,The Tie That Binds,5780000,14000000,1995-09-08,Wesley Strick
47939,Three Wishes,7025496,0,1995-10-27,Martha Coolidge
36834,Total Eclipse,339889,0,1995-11-02,Agnieszka Holland
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",47774193,0,1995-09-07,Beeban Kidron
3512,Under Siege 2: Dark Territory,104324083,60000000,1995-07-13,Geoff Murphy
52856,Unstrung Heroes,0,0,1995-09-15,Diane Keaton
77350,Unzipped,0,0,1995-08-11,Douglas Keeve
9560,A Walk in the Clouds,50012507,20000000,1995-08-11,Alfonso Aráu
9804,Waterworld,264218220,175000000,1995-07-28,Kevin Reynolds
31611,White Man's Burden,0,8000000,1995-12-01,Desmond Nakano
65796,Wild Bill,0,30000000,1995-12-01,Walter Hill
49805,The Browning Version,0,0,1994-10-12,Mike Figgis
26258,Bushwhacked,0,0,1995-08-04,Greg Beeman
50797,Burnt by the Sun,2616503,2800000,1994-05-01,Nikita Mikhalkov
19155,Before the Rain,763847,0,1994-06-09,Milčo Mančevski
76,Before Sunrise,5535405,2500000,1995-01-27,Richard Linklater
11017,Billy Madison,26488734,10000000,1995-02-10,Tamra Davis
37141,The Babysitter,0,0,1995-10-17,Guy Ferland
9382,Boys on the Side,23450000,21000000,1995-02-03,Herbert Ross
6715,The Cure,0,0,1995-04-21,Peter Horton
18256,Castle Freak,0,0,1995-08-04,Stuart Gordon
22625,Circle of Friends,0,0,1995-03-16,Pat O'Connor
2292,Clerks,3151130,27000,1994-09-13,Kevin Smith
1909,Don Juan DeMarco,22200000,25000000,1994-10-01,Jeremy Leven
8984,Disclosure,214015089,55000000,1994-12-09,Barry Levinson
61813,Dream Man,0,0,1995-01-01,René Bonnière
4954,Drop Zone,0,45000000,1994-12-08,John Badham
62488,Destiny Turns on the Radio,0,0,1995-04-28,Jack Baran
10531,Death and the Maiden,0,0,1994-05-04,Roman Polanski
11929,Dolores Claiborne,0,0,1995-03-24,Taylor Hackford
8467,Dumb and Dumber,247275374,16000000,1994-12-16,Peter Farrelly
8467,Dumb and Dumber,247275374,16000000,1994-12-16,Bobby Farrelly
10451,Eat Drink Man Woman,7294403,0,1994-08-03,Ang Lee
20156,Exotica,0,0,1994-09-24,Atom Egoyan
18395,Exit to Eden,6841570,0,1994-10-14,Garry Marshall
522,Ed Wood,5887457,18000000,1994-09-27,Tim Burton
397,French Kiss,0,0,1995-05-05,Lawrence Kasdan
10525,Forget Paris,0,0,1995-05-19,Billy Crystal
27985,Far from Home: The Adventures of Yellow Dog,0,0,1995-01-13,Phillip Borsos
15789,A Goofy Movie,35348597,0,1995-04-07,Kevin Lima
15789,A Goofy Movie,35348597,0,1995-04-07,Paul Brizzi
27303,Hideaway,12201255,15000000,1995-03-03,Brett Leonard
21183,Fluke,0,0,1995-06-02,Carlo Carlei
10954,Farinelli,0,0,1994-12-07,Gérard Corbiau
47867,Gordy,3992809,0,1995-05-12,Mark Lewis
43475,Gumby: The Movie,0,0,1995-12-01,Art Clokey
72031,The Glass Shield,0,0,1994-09-16,Charles Burnett
14275,Hoop Dreams,7830611,700000,1994-09-12,Steve James
1024,Heavenly Creatures,3049135,5000000,1994-09-02,Peter Jackson
17207,Houseguest,26325256,10500000,1995-01-06,Randall Miller
13701,Immortal Beloved,0,120,1994-12-16,Bernard Rose
14819,Heavyweights,17689177,0,1995-02-17,Steven Brill
32631,The Hunted,0,0,1995-02-24,J. F. Lawton
11777,I.Q.,0,25000000,1994-12-24,Fred Schepisi
628,Interview with the Vampire,223664608,60000000,1994-11-11,Neil Jordan
87729,Jefferson in Paris,2474000,14000000,1995-03-31,James Ivory
18713,The Jerky Boys,0,0,1995-02-03,James Melkonian
6280,Junior,37000000,60000000,1994-11-22,Ivan Reitman
9061,Just Cause,0,0,1995-02-17,Arne Glimcher
37108,A Kid in King Arthur's Court,0,0,1995-08-11,Michael Gottlieb
6071,Kiss of Death,0,40000000,1995-04-21,Barbet Schroeder
11,Star Wars,775398007,11000000,1977-05-25,George Lucas
9587,Little Women,0,18000000,1994-12-21,Gillian Armstrong
19101,A Little Princess,0,17000000,1995-05-10,Alfonso Cuarón
49980,Ladybird Ladybird,0,0,1994-02-18,Ken Loach
17961,L'Enfer,0,10000000,1994-02-16,Claude Chabrol
18183,Like Water for Chocolate,21665468,2000000,1992-04-16,Alfonso Aráu
4476,Legends of the Fall,160638883,30000000,1994-12-16,Edward Zwick
11008,Major Payne,0,0,1995-03-24,Nick Castle
47504,Little Odessa,0,0,1994-10-27,James Gray
32325,Mi Vida Loca,0,0,1994-06-08,Allison Anders
43742,Love Affair,0,60000000,1994-10-21,Glenn Gordon Caron
28313,Losing Isaiah,7603766,17000000,1995-03-17,Stephen Gyllenhaal
11318,The Madness of King George,0,0,1994-12-28,Nicholas Hytner
3036,Mary Shelley's Frankenstein,112006296,45000000,1994-11-04,Kenneth Branagh
40490,Man of the House,0,0,1995-03-03,James Orr
24070,Mixed Nuts,0,15000000,1994-12-21,Nora Ephron
8986,Milk Money,18137661,0,1994-08-31,Richard Benjamin
10510,Miracle on 34th Street,46264384,0,1994-11-18,Les Mayfield
17402,Miami Rhapsody,5,6,1995-01-27,David Frankel
38722,My Family,0,5500000,1995-05-03,Gregory Nava
8438,Murder in the First,17381942,0,1995-01-20,Marc Rocco
11593,Nobody's Fool,0,0,1994-12-23,Robert Benton
1945,Nell,106683817,31000000,1994-12-23,Michael Apted
39310,New Jersey Drive,0,0,1995-04-19,Nick Gomez
109560,New York Cop,0,0,1993-08-14,Tōru Murakawa
56428,Beyond Bedlam,0,4800000,1994-04-22,Vadim Jean
63105,Nemesis 2 - Nebula,0,0,1995-09-26,Albert Pyun
131957,Nina Takes a Lover,0,0,1995-03-03,Alan Jacobs
241,Natural Born Killers,50282766,34000000,1994-08-25,Oliver Stone
9058,Only You,0,0,1994-09-17,Norman Jewison
527,Once Were Warriors,2201126,0,1994-09-02,Lee Tamahori
18220,Poison Ivy II: Lily,0,0,1996-01-16,Anne Goursaud
6950,Outbreak,189859560,50000000,1995-03-10,Wolfgang Petersen
101,Leon: The Professional,45284974,16000000,1994-09-14,Luc Besson
63020,The Perez Family,2832826,11000000,1995-05-12,Mira Nair
2307,A Pyromaniac's Love Story,0,0,1995-04-28,Joshua Brand
680,Pulp Fiction,213928762,8000000,1994-09-10,Quentin Tarantino
41478,Panther,6834525,0,1995-11-10,Mario Van Peebles
25296,Pushing Hands,152322,400000,1992-02-01,Ang Lee
40156,Priest,4176932,0,1994-01-01,Antonia Bird
11450,Quiz Show,0,0,1994-09-16,Robert Redford
30304,Picture Bride,0,0,1995-05-05,Kayo Hatta
10452,Queen Margot,0,0,1994-05-13,Patrice Chéreau
12106,The Quick and the Dead,18552460,32000000,1995-02-09,Sam Raimi
161495,Roommates,12400000,22000000,1995-03-01,Peter Yates
3586,Prêt-à-Porter,11300653,15000000,1994-12-23,Robert Altman
110,Three Colors: Red,0,0,1994-05-27,Krzysztof Kieślowski
108,Three Colors: Blue,0,0,1993-01-10,Krzysztof Kieślowski
109,Three Colors: White,0,0,1994-01-26,Krzysztof Kieślowski
159185,"Red Firecracker, Green Firecracker",0,0,1994-10-14,He Ping
36357,Rent-a-Kid,0,0,1995-01-01,Fred Gerber
92769,Relative Fear,0,0,1995-10-03,George Mihalka
28033,Stuart Saves His Family,0,0,1995-04-12,Harold Ramis
22586,The Swan Princess,9771658,35000000,1994-11-18,Richard Rich
14334,The Secret of Roan Inish,0,0,1994-01-01,John Sayles
2636,The Specialist,170362582,45000000,1994-10-07,Luis Llosa
2164,Stargate,196567262,55000000,1994-10-27,Roland Emmerich
11395,The Santa Clause,189833357,22000000,1994-11-10,John Pasquin
278,The Shawshank Redemption,28341469,25000000,1994-09-23,Frank Darabont
9905,Shallow Grave,0,0,1994-12-22,Danny Boyle
87078,Suture,102780,0,1993-09-14,Scott McGehee
87078,Suture,102780,0,1993-09-14,David Siegel
12527,Strawberry and Chocolate,0,0,1993-01-01,Tomás Gutiérrez Alea
12527,Strawberry and Chocolate,0,0,1993-01-01,Juan Carlos Tabío
20306,Swimming with Sharks,0,0,1994-09-10,George Huang
36614,The Sum of Us,0,32,1994-07-12,Kevin Dowling
36614,The Sum of Us,0,32,1994-07-12,Geoff Burton
27993,Senior Trip,0,0,1995-09-08,Kelly Makin
31439,To Live,0,0,1994-06-30,Zhang Yimou
9067,Tank Girl,4064495,25000000,1995-03-31,Rachel Talalay
9059,Tales from the Crypt: Demon Knight,0,0,1995-01-13,Ernest R. Dickerson
193,Star Trek: Generations,120000000,38000000,1994-11-17,David Carson
25066,Tales from the Hood,12000000,6000000,1995-05-24,Rusty Cundieff
46797,Tom & Viv,0,0,1994-04-15,Brian Gilbert
12122,Village of the Damned,0,0,1995-04-28,John Carpenter
11381,Tommy Boy,32648673,0,1995-03-31,Peter Segal
32636,Vanya on 42nd Street,0,0,1994-09-13,Louis Malle
36141,The Underneath,0,6500000,1995-04-28,Steven Soderbergh
95963,The Walking Dead,0,0,1995-02-24,Preston A. Whitmore II
1587,What's Eating Gilbert Grape,10032765,11000000,1993-12-17,Lasse Hallström
9271,Virtuosity,24048000,30000000,1995-08-04,Brett Leonard
2064,While You Were Sleeping,182057016,17000000,1995-04-21,Jon Turteltaub
19855,The War,0,0,1994-11-04,Jon Avnet
60855,Double Happiness,759393,0,1994-09-07,Mina Shum
236,Muriel's Wedding,15119639,3000000,1994-09-29,P.J. Hogan
48287,The Baby-Sitters Club,0,0,1995-08-18,Melanie Mayron
3049,Ace Ventura: Pet Detective,107217396,15000000,1994-02-04,Tom Shadyac
2759,"The Adventures of Priscilla, Queen of the Desert",11220670,0,1994-05-31,Stephan Elliott
12635,Backbeat,0,0,1994-04-01,Iain Softley
10497,Bitter Moon,1862805,5000000,1992-09-02,Roman Polanski
11382,Bullets Over Broadway,0,0,1994-10-14,Woody Allen
9331,Clear and Present Danger,215887717,62000000,1994-08-03,Phillip Noyce
10731,The Client,117615211,45000000,1994-07-20,Joel Schumacher
10464,"Corrina, Corrina",0,0,1994-08-12,Jessie Nelson
34152,Crooklyn,0,0,1994-05-13,Spike Lee
9495,The Crow,94000000,15000000,1994-05-11,Alex Proyas
29973,Cobb,1007583,0,1994-12-02,Ron Shelton
888,The Flintstones,341631208,46000000,1994-05-26,Brian Levant
13,Forrest Gump,677945399,55000000,1994-07-06,Robert Zemeckis
712,Four Weddings and a Funeral,254700832,6000000,1994-03-09,Mike Newell
16295,Higher Learning,38290723,0,1995-01-11,John Singleton
48992,I Like It Like That,1777020,0,1994-10-14,Darnell Martin
10879,I Love Trouble,61947267,45000000,1994-06-29,Charles Shyer
10660,It Could Happen to You,0,0,1994-07-29,Andrew Bergman
10714,The Jungle Book,0,0,1994-12-23,Stephen Sommers
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",449707,0,1993-09-11,Ray Müller
8587,The Lion King,788241776,45000000,1994-06-23,Roger Allers
8587,The Lion King,788241776,45000000,1994-06-23,Rob Minkoff
1689,Little Buddha,4858139,35000000,1993-12-01,Bernardo Bertolucci
11596,New Nightmare,18090181,14000000,1994-10-13,Wes Craven
854,The Mask,351583407,23000000,1994-07-29,Chuck Russell
9359,Maverick,0,0,1994-05-20,Richard Donner
23333,Mrs. Parker and the Vicious Circle,0,0,1994-09-07,Alan Rudolph
36593,The Naked Gun 33⅓: The Final Insult,51132598,30000000,1994-03-18,Peter Segal
12280,The Paper,0,6000000,1994-03-18,Ron Howard
2788,Reality Bites,20079850,11500000,1994-02-18,Ben Stiller
10427,Red Rock West,2000000,8000000,1993-07-08,John Dahl
11011,Ri¢hie Ri¢h,0,40000000,1994-12-19,Donald Petrie
49803,Safe Passage,0,0,1994-12-01,Robert Allan Ackerman
8987,The River Wild,0,45000000,1994-09-30,Curtis Hanson
1637,Speed,350448145,30000000,1994-06-09,Jan de Bont
15128,Speechless,0,0,1994-12-16,Ron Underwood
8831,Timecop,101646581,27000000,1994-09-15,Peter Hyams
36955,True Lies,378882411,115000000,1994-07-14,James Cameron
10449,When a Man Loves a Woman,50021959,0,1994-04-29,Luis Mandoki
10395,Wolf,0,0,1994-06-17,Mike Nichols
12160,Wyatt Earp,25052000,63000000,1994-06-24,Lawrence Kasdan
40480,Bad Company,0,0,1995-01-20,Damian Harris
52038,A Man of No Importance,953,0,1994-12-22,Suri Krishnamma
29444,S.F.W.,0,0,1994-09-15,Jefery Levy
26352,A Low Down Dirty Shame,29392418,10000000,1994-11-23,Keenen Ivory Wayans
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",0,0,1994-09-30,Robert Lee King
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",0,0,1994-09-30,Brian Sloan
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",0,0,1994-09-30,Raoul O'Connell
41580,Colonel Chabert,0,0,1994-01-01,Yves Angelo
315,"Faster, Pussycat! Kill! Kill!",0,45000,1965-08-06,Russ Meyer
22067,Jason's Lyric,20851521,7000000,1994-09-28,Doug McHenry
18242,The Secret Adventures of Tom Thumb,0,0,1993-12-10,Dave Borthwick
11667,Street Fighter,99423521,35000000,1994-12-22,Steven E. de Souza
32502,Coldblooded,0,0,1995-09-15,Wallace Wolodarsky
267188,Desert Winds,0,0,1997-12-31,Michael A. Nickles
28732,Fall Time,0,0,1995-05-13,Paul Warner
75555,The Fear,0,0,1995-01-20,Vincent Robert
42981,Frank and Ollie,0,0,1995-10-20,Theodore Thomas
278939,Girl in the Cadillac,0,0,1995-10-24,Lucas Platt
291731,Homage,0,0,1995-05-03,Ross Kagan Marks
226229,Mirage,0,0,1995-11-21,Paul Williams
203119,Open Season,0,0,1996-05-03,Robert Wuhl
172923,Dos Crímenes,0,0,1995-05-26,Roberto Sneider
316098,Brother Minister: The Assassination of Malcolm X,0,0,1995-03-01,Jack Baxter
316098,Brother Minister: The Assassination of Malcolm X,0,0,1995-03-01,Jefri Aalmuhammed
8011,Highlander: The Final Dimension,36800000,26000000,1994-11-29,Andrew Morahan
171857,Federal Hill,0,0,1995-02-24,Michael Corrente
2654,In the Mouth of Madness,8946600,8000000,1994-12-12,John Carpenter
18069,8 Seconds,0,0,1994-02-25,John G. Avildsen
19092,Above the Rim,0,0,1994-03-23,Jeff Pollack
2758,Addams Family Values,48919043,0,1993-11-19,Barry Sonnenfeld
38129,Martin Lawrence: You So Crazy,0,0,1994-04-27,Thomas Schlamme
10436,The Age of Innocence,32255440,34000000,1993-09-17,Martin Scorsese
13595,Airheads,0,0,1994-08-05,Michael Lehmann
