id,title,revenue,id_movie,name_companies
9691,Assassins,30303072,9691,Donner/Shuler-Donner Productions
9691,Assassins,30303072,9691,Evansgideon/Lazar
12665,Powder,0,12665,Caravan Pictures
12665,Powder,0,12665,Hollywood Pictures
451,Leaving Las Vegas,49800000,451,United Artists
451,Leaving Las Vegas,49800000,451,Intial Productions
16420,Othello,0,16420,Columbia Pictures
16420,Othello,0,16420,Castle Rock Entertainment
9263,Now and Then,27400000,9263,New Line Cinema
17015,Persuasion,0,17015,BBC Films
902,The City of Lost Children,1738611,902,Procirep
902,The City of Lost Children,1738611,902,Constellation Productions
902,The City of Lost Children,1738611,902,France 3 Cinéma
902,The City of Lost Children,1738611,902,Claudie Ossard Productions
902,The City of Lost Children,1738611,902,Eurimages
902,The City of Lost Children,1738611,902,MEDIA Programme of the European Union
902,The City of Lost Children,1738611,902,Cofimage 5
902,The City of Lost Children,1738611,902,Televisión Española (TVE)
902,The City of Lost Children,1738611,902,Tele München Fernseh Produktionsgesellschaft (TMG)
902,The City of Lost Children,1738611,902,Club d'Investissement Média
902,The City of Lost Children,1738611,902,Canal+ España
902,The City of Lost Children,1738611,902,Elías Querejeta Producciones Cinematográficas S.L.
902,The City of Lost Children,1738611,902,Centre National de la Cinématographie (CNC)
902,The City of Lost Children,1738611,902,Victoires Productions
902,The City of Lost Children,1738611,902,Constellation
902,The City of Lost Children,1738611,902,Lumière Pictures
902,The City of Lost Children,1738611,902,Canal+
902,The City of Lost Children,1738611,902,Studio Image
902,The City of Lost Children,1738611,902,Cofimage 4
902,The City of Lost Children,1738611,902,Ossane
902,The City of Lost Children,1738611,902,Phoenix Images
37557,Shanghai Triad,0,37557,Ministère des Affaires Étrangères
37557,Shanghai Triad,0,37557,Alpha Films
37557,Shanghai Triad,0,37557,La Sept Cinéma
9909,Dangerous Minds,180000000,9909,Hollywood Pictures
9909,Dangerous Minds,180000000,9909,Via Rosa Productions
9909,Dangerous Minds,180000000,9909,Don Simpson/Jerry Bruckheimer Films
63,Twelve Monkeys,168840000,63,Universal Pictures
63,Twelve Monkeys,168840000,63,Atlas Entertainment
63,Twelve Monkeys,168840000,63,Classico
78802,Wings of Courage,0,78802,Iwerks Entertainment
9598,Babe,254134910,9598,Universal Pictures
9598,Babe,254134910,9598,Kennedy Miller Productions
47018,Carrington,0,47018,StudioCanal
47018,Carrington,0,47018,Cinéa
47018,Carrington,0,47018,Euston Films
47018,Carrington,0,47018,Freeway Films
47018,Carrington,0,47018,European Co-production Fund
47018,Carrington,0,47018,Polygram Filmed Entertainment
47018,Carrington,0,47018,Orsans Productions
687,Dead Man Walking,39363635,687,Havoc
687,Dead Man Walking,39363635,687,PolyGram Filmed Entertainment
687,Dead Man Walking,39363635,687,Working Title Films
139405,Across the Sea of Time,0,139405,Sony New Technologies
33689,It Takes Two,0,33689,Dualstar Productions
33689,It Takes Two,0,33689,Warner Bros.
33689,It Takes Two,0,33689,Rysher Entertainment
33689,It Takes Two,0,33689,Orr & Cruickshank
9603,Clueless,0,9603,Paramount Pictures
34615,"Cry, the Beloved Country",676525,34615,Miramax
34615,"Cry, the Beloved Country",676525,34615,Distant Horizon
34615,"Cry, the Beloved Country",676525,34615,Alpine Pty Limited
31174,Richard III,0,31174,British Screen
31174,Richard III,0,31174,Mayfair Entertainment International
11443,Dead Presidents,0,11443,Caravan Pictures
11443,Dead Presidents,0,11443,Underworld Entertainment
11443,Dead Presidents,0,11443,Hollywood Pictures
35196,Restoration,0,35196,Miramax Films
9312,Mortal Kombat,122195920,9312,New Line Cinema
9312,Mortal Kombat,122195920,9312,Threshold Entertainment
577,To Die For,21284514,577,The Rank Organisation
577,To Die For,21284514,577,Columbia Pictures Corporation
11861,How To Make An American Quilt,23574130,11861,Universal Pictures
11861,How To Make An American Quilt,23574130,11861,Amblin Entertainment
807,Se7en,327311859,807,New Line Cinema
807,Se7en,327311859,807,Juno Pix
807,Se7en,327311859,807,Cecchi Gori Pictures
10530,Pocahontas,346079773,10530,Walt Disney Pictures
10530,Pocahontas,346079773,10530,Walt Disney Feature Animation
8391,When Night Is Falling,0,8391,Alliance Communications Corporation
629,The Usual Suspects,23341568,629,Blue Parrot Productions
629,The Usual Suspects,23341568,629,Bad Hat Harry Productions
11448,Mighty Aphrodite,6700000,11448,Miramax Films
11448,Mighty Aphrodite,6700000,11448,Magnolia Pictures
26441,The Big Green,0,26441,Walt Disney Pictures
26441,The Big Green,0,26441,Caravan Pictures
97406,Georgia,0,97406,Miramax Films
97406,Georgia,0,97406,CiBy 2000
124057,Kids of the Round Table,0,124057,Telefilm Canada
124057,Kids of the Round Table,0,124057,Melenny Productions
9089,Home for the Holidays,17519169,9089,Paramount Pictures
9089,Home for the Holidays,17519169,9089,Egg Pictures
9089,Home for the Holidays,17519169,9089,PolyGram Filmed Entertainment
11359,The Indian in the Cupboard,0,11359,Paramount Pictures
11359,The Indian in the Cupboard,0,11359,Columbia Pictures Corporation
11359,The Indian in the Cupboard,0,11359,The Kennedy/Marshall Company
17182,Eye for an Eye,0,17182,Paramount Pictures
2054,Mr. Holland's Opus,106269971,2054,Hollywood Pictures
2054,Mr. Holland's Opus,106269971,2054,The Charlie Mopic Company
2054,Mr. Holland's Opus,106269971,2054,PolyGram Filmed Entertainment
2054,Mr. Holland's Opus,106269971,2054,Interscope Communications
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,10607,Miramax Films
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,10607,Island Pictures
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,10607,Ivory Way Productions
19760,Two If by Sea,0,19760,Warner Bros.
19760,Two If by Sea,0,19760,Morgan Creek Productions
9536,Bio-Dome,0,9536,Metro-Goldwyn-Mayer (MGM)
9536,Bio-Dome,0,9536,Motion Picture Corporation of America (MPCA)
9536,Bio-Dome,0,9536,3 Arts Entertainment
9536,Bio-Dome,0,9536,Weasel Productions
11525,Lawnmower Man 2: Beyond Cyberspace,2409225,11525,New Line Cinema
40628,Two Bits,0,40628,Miramax Films
4482,French Twist,0,4482,Renn Productions
4482,French Twist,0,4482,Les Films Flam
4482,French Twist,0,4482,TF1 Films Production
4482,French Twist,0,4482,Canal+
10634,Friday,28215918,10634,New Line Cinema
755,From Dusk Till Dawn,25836616,755,A Band Apart
755,From Dusk Till Dawn,25836616,755,Dimension Films
755,From Dusk Till Dawn,25836616,755,Los Hooligans Productions
755,From Dusk Till Dawn,25836616,755,Miramax
11859,Fair Game,11534477,11859,Silver Pictures
11859,Fair Game,11534477,11859,Warner Bros.
28387,Kicking and Screaming,718490,28387,Castleberg Productions
28387,Kicking and Screaming,718490,28387,Sandollar Productions
48750,Les Miserables,0,48750,Les Films 13
48750,Les Miserables,0,48750,Canal+
48750,Les Miserables,0,48750,TF1
20927,Bed of Roses,19030691,20927,New Line Cinema
20927,Bed of Roses,19030691,20927,Juno Pix
36929,Big Bully,2042530,36929,Warner Bros.
36929,Big Bully,2042530,36929,Morgan Creek Productions
9102,Screamers,5781885,9102,The Movie Network (TMN)
9102,Screamers,5781885,9102,Allegro Films
9102,Screamers,5781885,9102,Fuji Eight Company Ltd.
9102,Screamers,5781885,9102,Fries Film Group
9102,Screamers,5781885,9102,Super Ecran
9102,Screamers,5781885,9102,Triumph Films
124626,Nico Icon,0,124626,Zweites Deutsches Fernsehen (ZDF)
124626,Nico Icon,0,124626,Ciak Filmproduktion
124626,Nico Icon,0,124626,Bluehorse Films
27526,The Crossing Guard,0,27526,Miramax Films
9623,The Juror,0,9623,Columbia Pictures Corporation
46785,The White Balloon,0,46785,I.R.I.B. Channel 2
46785,The White Balloon,0,46785,Ferdos Films
400,Things to Do in Denver When You're Dead,529766,400,Miramax Films
880,Antonia's Line,0,880,Bergen Film
880,Antonia's Line,0,880,Bard Entertainments
880,Antonia's Line,0,880,NPS Televisie
146599,Once Upon a Time... When We Were Colored,0,146599,BET Pictures
146599,Once Upon a Time... When We Were Colored,0,146599,United Image Entertainme
8447,Angels and Insects,0,8447,Playhouse International Pictures
8447,Angels and Insects,0,8447,The Samuel Goldwyn Company
10534,White Squall,10300000,10534,Hollywood Pictures
10534,White Squall,10300000,10534,Largo Entertainment
10534,White Squall,10300000,10534,Scott Free Productions
17414,Dunston Checks In,0,17414,Twentieth Century Fox Film Corporation
17414,Dunston Checks In,0,17414,Joe Wizan/Todd Black
13997,Black Sheep,32,13997,Paramount Pictures
2086,Nick of Time,8175346,2086,Paramount Pictures
61548,The Journey of August King,0,61548,Miramax Films
61548,The Journey of August King,0,61548,Addis Wechsler Pictures
9095,Mary Reilly,12379402,9095,TriStar Pictures
9095,Mary Reilly,12379402,9095,NFH Productions
12158,Vampire in Brooklyn,19800000,12158,Paramount Pictures
9283,Beautiful Girls,0,9283,Miramax Films
9283,Beautiful Girls,0,9283,Woods Entertainment
9208,Broken Arrow,150270147,9208,Twentieth Century Fox Film Corporation
9208,Broken Arrow,150270147,9208,WCG Entertainment Productions
9208,Broken Arrow,150270147,9208,Mark Gordon Productions
40154,A Midwinter's Tale,0,40154,Castle Rock Entertainment
40154,A Midwinter's Tale,0,40154,Midwinter Films
406,La Haine,0,406,Egg Pictures
406,La Haine,0,406,PolyGram Filmed Entertainment
406,La Haine,0,406,Canal+
406,La Haine,0,406,Les Productions Lazennec
406,La Haine,0,406,La Sept Cinéma
406,La Haine,0,406,Kasso Inc. Productions
406,La Haine,0,406,Studio Image
406,La Haine,0,406,Cofinergie 6
45549,Shopping,0,45549,Channel Four Films
63076,Heidi Fleiss: Hollywood Madam,0,63076,British Broadcasting Corporation (BBC)
63076,Heidi Fleiss: Hollywood Madam,0,63076,Westdeutscher Rundfunk (WDR)
63076,Heidi Fleiss: Hollywood Madam,0,63076,Canadian Broadcasting Corporation (CBC)
63076,Heidi Fleiss: Hollywood Madam,0,63076,Cinemax Reel Life
63076,Heidi Fleiss: Hollywood Madam,0,63076,InPictures
63076,Heidi Fleiss: Hollywood Madam,0,63076,Lafayette Films
11062,City Hall,0,11062,Columbia Pictures
11062,City Hall,0,11062,Castle Rock Entertainment
13685,Bottle Rocket,560069,13685,Gracie Films
13685,Bottle Rocket,560069,13685,Columbia Pictures Corporation
47475,Mr. Wrong,0,47475,Touchstone Pictures
2045,Unforgettable,0,2045,Metro-Goldwyn-Mayer (MGM)
2045,Unforgettable,0,2045,Dino De Laurentiis Company
2045,Unforgettable,0,2045,Spelling Films
9614,Happy Gilmore,41205099,9614,Universal Pictures
9614,Happy Gilmore,41205099,9614,Brillstein-Grey Entertainment
9614,Happy Gilmore,41205099,9614,Robert Simonds Productions
688,The Bridges of Madison County,182016617,688,Amblin Entertainment
688,The Bridges of Madison County,182016617,688,Malpaso Productions
688,The Bridges of Madison County,182016617,688,Warner Bros.
10874,Muppet Treasure Island,34327391,10874,Walt Disney Pictures
10874,Muppet Treasure Island,34327391,10874,Jim Henson Productions
10874,Muppet Treasure Island,34327391,10874,"Jim Henson Company, The"
197,Braveheart,210000000,197,Icon Entertainment International
197,Braveheart,210000000,197,The Ladd Company
197,Braveheart,210000000,197,B.H. Finance C.V.
103,Taxi Driver,28262574,103,Columbia Pictures Corporation
103,Taxi Driver,28262574,103,Italo/Judeo Productions
103,Taxi Driver,28262574,103,Bill/Phillips
33542,Rumble in the Bronx,32392047,33542,New Line Cinema
33542,Rumble in the Bronx,32392047,33542,Golden Harvest Company
43566,Before and After,0,43566,Caravan Pictures
43566,Before and After,0,43566,Hollywood Pictures
71754,Margaret's Museum,0,71754,Téléfilm Canada
71754,Margaret's Museum,0,71754,Skyline Films
71754,Margaret's Museum,0,71754,Malofilm
71754,Margaret's Museum,0,71754,Société de Développement des Entreprises Culturelles (SODEC)
71754,Margaret's Museum,0,71754,British Screen Productions
71754,Margaret's Museum,0,71754,National Film Board of Canada (NFB)
71754,Margaret's Museum,0,71754,imX Communications
71754,Margaret's Museum,0,71754,Glace Bay Pictures
71754,Margaret's Museum,0,71754,Ciné Télé Action
71754,Margaret's Museum,0,71754,Nova Scotia Film Development Corporation
71754,Margaret's Museum,0,71754,Ranfilm
43612,Happiness Is in the Field,0,43612,France 2 Cinéma
43612,Happiness Is in the Field,0,43612,France 3 Cinéma
43612,Happiness Is in the Field,0,43612,StudioCanal
43612,Happiness Is in the Field,0,43612,Les Productions du Champ Poirier
43612,Happiness Is in the Field,0,43612,Téléma Productions
16934,The Young Poisoner's Handbook,0,16934,Bavaria Film and Television Fund
10324,If Lucy Fell,0,10324,TriStar Pictures
10324,If Lucy Fell,0,10324,Motion Picture Corporation of America (MPCA)
78406,Steal Big Steal Little,6278139,78406,Savoy Pictures
55731,Race the Sun,0,55731,TriStar Pictures
11066,Boomerang,70100000,11066,Paramount Pictures
11104,Chungking Express,0,11104,Jet Tone Production
11104,Chungking Express,0,11104,The Criterion Collection
37975,The Star Maker,0,37975,Cecchi Gori Group Tiger Cinematografica
2074,Flirting with Disaster,14702438,2074,Miramax Films
27793,The Neverending Story III: Escape from Fantasia,0,27793,Studio Babelsberg
27793,The Neverending Story III: Escape from Fantasia,0,27793,Dieter Geissler Filmproduktion
27793,The Neverending Story III: Escape from Fantasia,0,27793,Cinevox Filmproduktion GmbH
27793,The Neverending Story III: Escape from Fantasia,0,27793,Warner Bros.
27793,The Neverending Story III: Escape from Fantasia,0,27793,Miramax
44284,The Silences of the Palace,0,44284,Canal Horizons
44284,The Silences of the Palace,0,44284,Mat Films
44284,The Silences of the Palace,0,44284,Cinétéléfilms
73067,Frankie Starlight,0,73067,Fine Line Features
73067,Frankie Starlight,0,73067,Channel Four Films
73067,Frankie Starlight,0,73067,Bórd Scannán na hÉireann
73067,Frankie Starlight,0,73067,Canal+
11863,Jade,9851610,11863,Paramount Pictures
55475,Nueba Yol,0,55475,Cigua Films
55475,Nueba Yol,0,55475,D'Pelicula
9101,Down Periscope,0,9101,Twentieth Century Fox Film Corporation
123360,From the Journals of Jean Seberg,0,123360,Couch Potatoe Productions
39428,The Neon Bible,0,39428,Channel Four Films
39428,The Neon Bible,0,39428,Academy
39428,The Neon Bible,0,39428,Mayfair Films
39428,The Neon Bible,0,39428,Iberoamerica Films
9302,Up Close & Personal,0,9302,Cinergi Pictures Entertainment
9302,Up Close & Personal,0,9302,Touchstone Pictures
11000,The Birdcage,185260553,11000,United Artists
16388,The Brothers McMullen,0,16388,Fox Searchlight Pictures
9737,Bad Boys,141407024,9737,Columbia Pictures
9737,Bad Boys,141407024,9737,Don Simpson/Jerry Bruckheimer Films
30765,The Amazing Panda Adventure,0,30765,Warner Bros.
10474,The Basketball Diaries,0,10474,New Line Cinema
10474,The Basketball Diaries,0,10474,Island Pictures
22279,An Awfully Big Adventure,851545,22279,Fine Line Features
22279,An Awfully Big Adventure,851545,22279,BBC
22279,An Awfully Big Adventure,851545,22279,British Screen Productions
22279,An Awfully Big Adventure,851545,22279,Portman Productions
30157,Amateur,0,30157,Channel Four Films
30157,Amateur,0,30157,Zenith Entertainment
30157,Amateur,0,30157,American Playhouse
30157,Amateur,0,30157,Union Générale Cinématographique (UGC)
30157,Amateur,0,30157,La Sept Cinéma
30157,Amateur,0,30157,True Fiction Pictures
568,Apollo 13,355237933,568,Imagine Entertainment
568,Apollo 13,355237933,568,Universal Pictures
11780,Rob Roy,31596911,11780,United Artists
11780,Rob Roy,31596911,11780,Talisman Productions
34996,The Addiction,0,34996,October Films
34996,The Addiction,0,34996,Guild
34996,The Addiction,0,34996,Fastnet Films
414,Batman Forever,336529144,414,Warner Bros.
414,Batman Forever,336529144,414,Polygram Filmed Entertainment
649,Belle de Jour,0,649,Paris Films Productions
649,Belle de Jour,0,649,Five Films
649,Belle de Jour,0,649,Robert et Raymond Hakim
1873,Beyond Rangoon,0,1873,Columbia Pictures
1873,Beyond Rangoon,0,1873,Castle Rock Entertainment
5894,Blue in the Face,1275000,5894,Miramax Films
5894,Blue in the Face,1275000,5894,InterAL
1775,Canadian Bacon,178104,1775,PolyGram Filmed Entertainment
8839,Casper,287928194,8839,Universal Pictures
8839,Casper,287928194,8839,Amblin Entertainment
8839,Casper,287928194,8839,The Harvey Entertainment Company
20649,Clockers,13071518,20649,Universal Pictures
20649,Clockers,13071518,20649,40 Acres & A Mule Filmworks
10329,Congo,152022101,10329,Paramount Pictures
10329,Congo,152022101,10329,"Kennedy/Marshall Company, The"
8963,Crimson Tide,157387195,8963,Hollywood Pictures
8963,Crimson Tide,157387195,8963,Don Simpson/Jerry Bruckheimer Films
26564,Crumb,3174695,26564,Superior Pictures
8068,Desperado,25405445,8068,Columbia Pictures
8068,Desperado,25405445,8068,Los Hooligans Productions
8512,Devil in a Blue Dress,16140822,8512,TriStar Pictures
8512,Devil in a Blue Dress,16140822,8512,Mundy Lane Entertainment
1572,Die Hard: With a Vengeance,366101666,1572,Twentieth Century Fox Film Corporation
1572,Die Hard: With a Vengeance,366101666,1572,Cinergi Pictures Entertainment
13552,The Doom Generation,0,13552,Why Not Productions
13552,The Doom Generation,0,13552,Desperate Pictures
13552,The Doom Generation,0,13552,Blurco
13552,The Doom Generation,0,13552,The Teen Angst Movie Company
259209,Feast of July,0,259209,Touchstone Pictures
259209,Feast of July,0,259209,Merchant Ivory Productions
6520,First Knight,127600435,6520,Columbia Pictures Corporation
6520,First Knight,127600435,6520,First Knight Productions
9073,Free Willy 2 - The Adventure Home,0,9073,Regency Enterprises
9073,Free Willy 2 - The Adventure Home,0,9073,Alcor Films
9073,Free Willy 2 - The Adventure Home,0,9073,Canal+
9073,Free Willy 2 - The Adventure Home,0,9073,Donner/Shuler-Donner Productions
9073,Free Willy 2 - The Adventure Home,0,9073,Warner Bros.
10428,Hackers,7563728,10428,United Artists
10428,Hackers,7563728,10428,Suftley
17447,Jeffrey,0,17447,The Booking Office
17447,Jeffrey,0,17447,Workin' Man Films
9886,Johnny Mnemonic,19075720,9886,TriStar Pictures
9886,Johnny Mnemonic,19075720,9886,Alliance Communications Corporation
9482,Judge Dredd,113493481,9482,Hollywood Pictures
9482,Judge Dredd,113493481,9482,Cinergi Pictures Entertainment
19326,Jury Duty,17014653,19326,TriStar Pictures
9344,Kids,7412216,9344,Miramax Films
9071,Living in Oblivion,1148752,9071,JDI productions
9071,Living in Oblivion,1148752,9071,Lemon Sky Productions
8973,Lord of Illusions,0,8973,United Artists
8973,Lord of Illusions,0,8973,Seraphim Films
15730,Love & Human Remains,0,15730,The Ontario Film Development Corporation
15730,Love & Human Remains,0,15730,First Choice Films
15730,Love & Human Remains,0,15730,Atlantis Films
15730,Love & Human Remains,0,15730,Telefilm Canada
15730,Love & Human Remains,0,15730,Max Films Productions
15730,Love & Human Remains,0,15730,Super Écran
15730,Love & Human Remains,0,15730,Société Générale des Industries Culturelles du Québec (SOGIC)
47608,Mad Love,15453274,47608,Touchstone Pictures
2293,Mallrats,2122561,2293,Universal Pictures
2293,Mallrats,2122561,2293,Gramercy Pictures
2293,Mallrats,2122561,2293,Alphaville Films
2293,Mallrats,2122561,2293,View Askew Productions
9070,Mighty Morphin Power Rangers: The Movie,66000000,9070,Twentieth Century Fox Film Corporation
9070,Mighty Morphin Power Rangers: The Movie,66000000,9070,Saban Entertainment
9070,Mighty Morphin Power Rangers: The Movie,66000000,9070,Toei Company
68274,Moonlight and Valentino,0,68274,PolyGram Filmed Entertainment
68274,Moonlight and Valentino,0,68274,Working Title Films
48787,Mute Witness,1,48787,Comet Film Produktion GmbH
48787,Mute Witness,1,48787,Avrora Media
48787,Mute Witness,1,48787,Cobblestone Pictures
34574,Nadja,0,34574,Kino Link Company
1642,The Net,110627965,1642,Columbia Pictures
11472,Nine Months,69660733,11472,Twentieth Century Fox Film Corporation
11472,Nine Months,69660733,11472,1492 Pictures
36196,Party Girl,472370,36196,Party Productions
11980,The Prophecy,16,11980,Dimension Films
58372,Reckless,0,58372,Playhouse International Pictures
58372,Reckless,0,58372,American Playhouse
58372,Reckless,0,58372,"Samuel Goldwyn Company, The"
32646,Safe,0,32646,Killer Films
32646,Safe,0,32646,American Playhouse
32646,Safe,0,32646,Kardana Films
32646,Safe,0,32646,Chemical Films
10533,The Scarlet Letter,10382407,10533,Hollywood Pictures
10533,The Scarlet Letter,10382407,10533,Cinergi Pictures Entertainment
10802,Showgirls,20350754,10802,United Artists
10802,Showgirls,20350754,10802,Le Studio Canal+
10802,Showgirls,20350754,10802,Carolco Pictures
10149,Smoke,8349430,10149,Miramax Films
18402,Something to Talk About,50892160,18402,Spring Creek Productions
18402,Something to Talk About,50892160,18402,Warner Bros.
18402,Something to Talk About,50892160,18402,Hawn / Sylbert Movie Company
9348,Species,113374103,9348,Metro-Goldwyn-Mayer (MGM)
139408,The Stars Fell on Henrietta,0,139408,Malpaso Productions
139408,The Stars Fell on Henrietta,0,139408,Butcher's Run Films
139408,The Stars Fell on Henrietta,0,139408,Warner Bros.
281,Strange Days,7959291,281,Lightstorm Entertainment
5967,The Umbrellas of Cherbourg,0,5967,Beta Film
5967,The Umbrellas of Cherbourg,0,5967,Madeleine Films
5967,The Umbrellas of Cherbourg,0,5967,Parc Film
79593,The Tie That Binds,5780000,79593,Hollywood Pictures
79593,The Tie That Binds,5780000,79593,PolyGram Filmed Entertainment
79593,The Tie That Binds,5780000,79593,Interscope Communications
47939,Three Wishes,7025496,47939,Savoy Pictures
36834,Total Eclipse,339889,36834,Société Française de Production (SFP)
36834,Total Eclipse,339889,36834,FIT Productions
36834,Total Eclipse,339889,36834,Portman Productions
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",47774193,9090,Universal Pictures
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",47774193,9090,Amblin Entertainment
3512,Under Siege 2: Dark Territory,104324083,3512,Regency Enterprises
3512,Under Siege 2: Dark Territory,104324083,3512,Warner Bros.
3512,Under Siege 2: Dark Territory,104324083,3512,Seagal/Nasso Productions
3512,Under Siege 2: Dark Territory,104324083,3512,Victor Company of Japan (JVC)
3512,Under Siege 2: Dark Territory,104324083,3512,Cutting Edge Films
52856,Unstrung Heroes,0,52856,Hollywood Pictures
9560,A Walk in the Clouds,50012507,9560,Twentieth Century Fox Film Corporation
9560,A Walk in the Clouds,50012507,9560,Zucker Brothers Productions
9804,Waterworld,264218220,9804,Universal Pictures
9804,Waterworld,264218220,9804,Gordon Company
9804,Waterworld,264218220,9804,Davis Entertainment
9804,Waterworld,264218220,9804,Licht/Mueller Film Corporation
31611,White Man's Burden,0,31611,HBO
31611,White Man's Burden,0,31611,A BandApart
31611,White Man's Burden,0,31611,Rysher Entertainment
65796,Wild Bill,0,65796,United Artists
49805,The Browning Version,0,49805,Paramount Pictures
26258,Bushwhacked,0,26258,Twentieth Century Fox Film Corporation
50797,Burnt by the Sun,2616503,50797,Canal+
50797,Burnt by the Sun,2616503,50797,Studio Trite
50797,Burnt by the Sun,2616503,50797,Caméra One
19155,Before the Rain,763847,19155,PolyGram Audiovisuel
19155,Before the Rain,763847,19155,British Screen Productions
76,Before Sunrise,5535405,76,Detour Film Production
76,Before Sunrise,5535405,76,Warner Bros.
11017,Billy Madison,26488734,11017,Jack Giarraputo Productions
37141,The Babysitter,0,37141,Spelling Films International
9382,Boys on the Side,23450000,9382,Regency Enterprises
9382,Boys on the Side,23450000,9382,Alcor Films
9382,Boys on the Side,23450000,9382,Canal+
9382,Boys on the Side,23450000,9382,New Regency Pictures
9382,Boys on the Side,23450000,9382,Hera Productions
6715,The Cure,0,6715,Universal Pictures
6715,The Cure,0,6715,Island World
18256,Castle Freak,0,18256,Full Moon Entertainment
22625,Circle of Friends,0,22625,The Rank Organisation
22625,Circle of Friends,0,22625,Bórd Scannán na hÉireann
22625,Circle of Friends,0,22625,Lantana
22625,Circle of Friends,0,22625,Price Entertainment
2292,Clerks,3151130,2292,Miramax Films
2292,Clerks,3151130,2292,View Askew Productions
1909,Don Juan DeMarco,22200000,1909,New Line Cinema
1909,Don Juan DeMarco,22200000,1909,American Zoetrope
8984,Disclosure,214015089,8984,Warner Bros.
8984,Disclosure,214015089,8984,Baltimore Pictures
61813,Dream Man,0,61813,Keystone Pictures
61813,Dream Man,0,61813,Dream Man Productions Inc
4954,Drop Zone,0,4954,Paramount Pictures
62488,Destiny Turns on the Radio,0,62488,Savoy Pictures
62488,Destiny Turns on the Radio,0,62488,Rysher Entertainment
10531,Death and the Maiden,0,10531,Fine Line Features
10531,Death and the Maiden,0,10531,Channel Four Films
10531,Death and the Maiden,0,10531,Capitol Films
10531,Death and the Maiden,0,10531,TF1 Films Production
10531,Death and the Maiden,0,10531,Canal+
10531,Death and the Maiden,0,10531,Flach Film
10531,Death and the Maiden,0,10531,Les Films de l'Astre
11929,Dolores Claiborne,0,11929,Castle Rock Entertainment
